"","Area","Protected","SiteID","Point","PointID","SoilType","PctClay","Lat","Long","DistWater","Elev","TreeCov%","Floodplain","CatGrazing","Fire","hab_type","FreshWgtCor","PctWaterCt","ShanDiv","SpecRich","taxa","num_ind","logBiomass","logRainprev_30","logRainprev_7","logRainprev_2","logSpecAbun","logNum_ind","presence","proportion"
"11","ENO","Y","A","4","A 4","SiltyClayLoam",0.33333,"S01°05'08.0""","E035°14'18.2""",342.3,1722,9,"N","MOD","N","grassland",21.9225,0.529592884,1.01140426470735,3,"Ants",1,3.31998732623661,4.66814498514948,3.80666248977032,0,1.94591014905531,0.693147180559945,1,0.333333333333333
"12","ENO","Y","A","4","A 4","SiltyClayLoam",0.33333,"S01°05'08.0""","E035°14'18.2""",342.3,1722,9,"N","MOD","N","grassland",21.9225,0.529592884,1.01140426470735,3,"Termites",0,3.31998732623661,4.66814498514948,3.80666248977032,0,1.94591014905531,0,0,0
"13","ENO","Y","A","5","A 5","SiltyClayLoam",0.32,"S01°05'08.0""","E035°14'18.2""",342.3,1722,9,"N","MOD","N","grassland",33.2925,0.517533979,1.05091061981759,6,"Earthworms",2,3.31998732623661,4.66814498514948,3.80666248977032,0,4.04305126783455,1.09861228866811,1,0.0377358490566038
"14","ENO","Y","A","5","A 5","SiltyClayLoam",0.32,"S01°05'08.0""","E035°14'18.2""",342.3,1722,9,"N","MOD","N","grassland",33.2925,0.517533979,1.05091061981759,6,"Ants",26,3.31998732623661,4.66814498514948,3.80666248977032,0,4.04305126783455,3.29583686600433,1,0.490566037735849
"15","ENO","Y","A","5","A 5","SiltyClayLoam",0.32,"S01°05'08.0""","E035°14'18.2""",342.3,1722,9,"N","MOD","N","grassland",33.2925,0.517533979,1.05091061981759,6,"Termites",25,3.31998732623661,4.66814498514948,3.80666248977032,0,4.04305126783455,3.25809653802148,1,0.471698113207547
"16","ENO","Y","B","1","B 1","Clay",0.74,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",16.3025,0.453304708,0.469387070496881,6,"Earthworms",2,3.98638808738345,4.66814498514948,3.80666248977032,0,4.83628190695148,1.09861228866811,1,0.0175438596491228
"17","ENO","Y","B","1","B 1","Clay",0.74,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",16.3025,0.453304708,0.469387070496881,6,"Ants",112,3.98638808738345,4.66814498514948,3.80666248977032,0,4.83628190695148,4.72738781871234,1,0.982456140350877
"18","ENO","Y","B","1","B 1","Clay",0.74,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",16.3025,0.453304708,0.469387070496881,6,"Termites",0,3.98638808738345,4.66814498514948,3.80666248977032,0,4.83628190695148,0,0,0
"19","ENO","Y","B","2","B 2","SiltyClayLoam",0.355,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",21.4025,0.407896274,1.40127664864337,5,"Earthworms",0,3.98638808738345,4.66814498514948,3.80666248977032,0,2.89037175789616,0,0,0
"20","ENO","Y","B","2","B 2","SiltyClayLoam",0.355,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",21.4025,0.407896274,1.40127664864337,5,"Ants",4,3.98638808738345,4.66814498514948,3.80666248977032,0,2.89037175789616,1.6094379124341,1,0.444444444444444
"21","ENO","Y","B","2","B 2","SiltyClayLoam",0.355,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",21.4025,0.407896274,1.40127664864337,5,"Termites",5,3.98638808738345,4.66814498514948,3.80666248977032,0,2.89037175789616,1.79175946922805,1,0.555555555555556
"22","ENO","Y","B","3","B 3","SiltyClay",0.57,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",26.1325,0.471443605,1.09208724743663,5,"Earthworms",10,3.98638808738345,4.66814498514948,3.80666248977032,0,4.00733318523247,2.39789527279837,1,0.222222222222222
"23","ENO","Y","B","3","B 3","SiltyClay",0.57,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",26.1325,0.471443605,1.09208724743663,5,"Ants",33,3.98638808738345,4.66814498514948,3.80666248977032,0,4.00733318523247,3.52636052461616,1,0.733333333333333
"24","ENO","Y","B","3","B 3","SiltyClay",0.57,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",26.1325,0.471443605,1.09208724743663,5,"Termites",2,3.98638808738345,4.66814498514948,3.80666248977032,0,4.00733318523247,1.09861228866811,1,0.0444444444444444
"25","ENO","Y","B","4","B 4","Clay",NA,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",37.3025,0.352255211,1.47507631105469,5,"Earthworms",1,3.98638808738345,4.66814498514948,3.80666248977032,0,2.07944154167984,0.693147180559945,1,0.25
"26","ENO","Y","B","4","B 4","Clay",NA,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",37.3025,0.352255211,1.47507631105469,5,"Ants",3,3.98638808738345,4.66814498514948,3.80666248977032,0,2.07944154167984,1.38629436111989,1,0.75
"27","ENO","Y","B","4","B 4","Clay",NA,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",37.3025,0.352255211,1.47507631105469,5,"Termites",0,3.98638808738345,4.66814498514948,3.80666248977032,0,2.07944154167984,0,0,0
"28","ENO","Y","B","5","B 5","Clay",0.639,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",10.4325,0.508027798,0.500402423538188,2,"Earthworms",0,3.98638808738345,4.66814498514948,3.80666248977032,0,1.79175946922805,0,0,0
"29","ENO","Y","B","5","B 5","Clay",0.639,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",10.4325,0.508027798,0.500402423538188,2,"Ants",4,3.98638808738345,4.66814498514948,3.80666248977032,0,1.79175946922805,1.6094379124341,1,1
"30","ENO","Y","B","5","B 5","Clay",0.639,"S01°04'33.4""","E035°14'46.4""",830.8,1718,12,"N","MOD","N","grassland",10.4325,0.508027798,0.500402423538188,2,"Termites",0,3.98638808738345,4.66814498514948,3.80666248977032,0,1.79175946922805,0,0,0
"31","ENO","Y","C","1","C 1","Clay",0.61,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",44.3625,0.609298394,1.35956183511396,8,"Earthworms",5,3.98638808738345,4.66814498514948,3.80666248977032,0,4.63472898822964,1.79175946922805,1,0.0694444444444444
"32","ENO","Y","C","1","C 1","Clay",0.61,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",44.3625,0.609298394,1.35956183511396,8,"Ants",13,3.98638808738345,4.66814498514948,3.80666248977032,0,4.63472898822964,2.63905732961526,1,0.180555555555556
"33","ENO","Y","C","1","C 1","Clay",0.61,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",44.3625,0.609298394,1.35956183511396,8,"Termites",54,3.98638808738345,4.66814498514948,3.80666248977032,0,4.63472898822964,4.00733318523247,1,0.75
"34","ENO","Y","C","2","C 2","SiltyClay",0.5,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",32.1225,0.536384154,1.3255405706362,7,"Earthworms",14,3.98638808738345,4.66814498514948,3.80666248977032,0,3.17805383034795,2.70805020110221,1,1
"35","ENO","Y","C","2","C 2","SiltyClay",0.5,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",32.1225,0.536384154,1.3255405706362,7,"Ants",0,3.98638808738345,4.66814498514948,3.80666248977032,0,3.17805383034795,0,0,0
"36","ENO","Y","C","2","C 2","SiltyClay",0.5,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",32.1225,0.536384154,1.3255405706362,7,"Termites",0,3.98638808738345,4.66814498514948,3.80666248977032,0,3.17805383034795,0,0,0
"37","ENO","Y","C","3","C 3","Clay",0.657,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",78.8725,0.566864243,0.447298823550351,8,"Earthworms",23,3.98638808738345,4.66814498514948,3.80666248977032,0,6.22257626807137,3.17805383034795,1,0.0479166666666667
"38","ENO","Y","C","3","C 3","Clay",0.657,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",78.8725,0.566864243,0.447298823550351,8,"Ants",454,3.98638808738345,4.66814498514948,3.80666248977032,0,6.22257626807137,6.12029741895095,1,0.945833333333333
"39","ENO","Y","C","3","C 3","Clay",0.657,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",78.8725,0.566864243,0.447298823550351,8,"Termites",3,3.98638808738345,4.66814498514948,3.80666248977032,0,6.22257626807137,1.38629436111989,1,0.00625
"40","ENO","Y","C","4","C 4","SiltyClayLoam",0.35,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",63.4225,0.416886752,1.33786067783643,5,"Earthworms",4,3.98638808738345,4.66814498514948,3.80666248977032,0,2.77258872223978,1.6094379124341,1,0.363636363636364
"41","ENO","Y","C","4","C 4","SiltyClayLoam",0.35,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",63.4225,0.416886752,1.33786067783643,5,"Ants",7,3.98638808738345,4.66814498514948,3.80666248977032,0,2.77258872223978,2.07944154167984,1,0.636363636363636
"42","ENO","Y","C","4","C 4","SiltyClayLoam",0.35,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",63.4225,0.416886752,1.33786067783643,5,"Termites",0,3.98638808738345,4.66814498514948,3.80666248977032,0,2.77258872223978,0,0,0
"43","ENO","Y","C","5","C 5","Clay",0.72,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",65.7225,0.503176233,0.860914271331054,5,"Earthworms",22,3.98638808738345,4.66814498514948,0,0,3.40119738166216,3.13549421592915,1,1
"44","ENO","Y","C","5","C 5","Clay",0.72,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",65.7225,0.503176233,0.860914271331054,5,"Ants",0,3.98638808738345,4.66814498514948,0,0,3.40119738166216,0,0,0
"45","ENO","Y","C","5","C 5","Clay",0.72,"S01°04'25.7""","E035°15'02.2""",569.1,1724,12,"N","LOW","N","wetland",65.7225,0.503176233,0.860914271331054,5,"Termites",0,3.98638808738345,4.66814498514948,0,0,3.40119738166216,0,0,0
"46","EMA","N","D","1","D 1","SiltyClayLoam",0.282,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",17.9825,0.354789379,0.693147180559945,2,"Earthworms",0,2.99872778253379,4.66814498514948,3.80666248977032,0,1.6094379124341,0,0,0
"47","EMA","N","D","1","D 1","SiltyClayLoam",0.282,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",17.9825,0.354789379,0.693147180559945,2,"Ants",2,2.99872778253379,4.66814498514948,3.80666248977032,0,1.6094379124341,1.09861228866811,1,1
"48","EMA","N","D","1","D 1","SiltyClayLoam",0.282,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",17.9825,0.354789379,0.693147180559945,2,"Termites",0,2.99872778253379,4.66814498514948,3.80666248977032,0,1.6094379124341,0,0,0
"49","EMA","N","D","2","D 2","SiltLoam",0.214,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",14.3325,0.379556951,0.116906849137531,2,"Earthworms",0,2.99872778253379,4.66814498514948,3.80666248977032,0,3.71357206670431,0,0,0
"50","EMA","N","D","2","D 2","SiltLoam",0.214,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",14.3325,0.379556951,0.116906849137531,2,"Ants",39,2.99872778253379,4.66814498514948,3.80666248977032,0,3.71357206670431,3.68887945411394,1,1
"51","EMA","N","D","2","D 2","SiltLoam",0.214,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",14.3325,0.379556951,0.116906849137531,2,"Termites",0,2.99872778253379,4.66814498514948,3.80666248977032,0,3.71357206670431,0,0,0
"52","EMA","N","D","3","D 3","SiltyClayLoam",0.3714,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",6.2325,0.341756919,0.696872557371878,4,"Earthworms",0,2.99872778253379,4.66814498514948,3.80666248977032,0,4.02535169073515,0,0,0
"53","EMA","N","D","3","D 3","SiltyClayLoam",0.3714,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",6.2325,0.341756919,0.696872557371878,4,"Ants",12,2.99872778253379,4.66814498514948,3.80666248977032,0,4.02535169073515,2.56494935746154,1,0.226415094339623
"54","EMA","N","D","3","D 3","SiltyClayLoam",0.3714,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",6.2325,0.341756919,0.696872557371878,4,"Termites",41,2.99872778253379,4.66814498514948,3.80666248977032,0,4.02535169073515,3.73766961828337,1,0.773584905660377
"55","EMA","N","D","4","D 4","SiltLoam",0.1429,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",5.6025,0.25167336,0.636514168294813,2,"Earthworms",0,2.99872778253379,4.66814498514948,3.80666248977032,0,1.38629436111989,0,0,0
"56","EMA","N","D","4","D 4","SiltLoam",0.1429,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",5.6025,0.25167336,0.636514168294813,2,"Ants",2,2.99872778253379,4.66814498514948,3.80666248977032,0,1.38629436111989,1.09861228866811,1,1
"57","EMA","N","D","4","D 4","SiltLoam",0.1429,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",5.6025,0.25167336,0.636514168294813,2,"Termites",0,2.99872778253379,4.66814498514948,3.80666248977032,0,1.38629436111989,0,0,0
"58","EMA","N","D","5","D 5","ClayLoam",0.2857,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",3.0525,0.425880426,0.682908104700472,2,"Earthworms",0,2.99872778253379,4.66814498514948,3.80666248977032,0,2.07944154167984,0,0,0
"59","EMA","N","D","5","D 5","ClayLoam",0.2857,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",3.0525,0.425880426,0.682908104700472,2,"Ants",4,2.99872778253379,4.66814498514948,3.80666248977032,0,2.07944154167984,1.6094379124341,1,0.571428571428571
"60","EMA","N","D","5","D 5","ClayLoam",0.2857,"S01°02'50.8""","E035°13'20.9""",614.9,1714,6,"N","HIGH","N","humanuse",3.0525,0.425880426,0.682908104700472,2,"Termites",3,2.99872778253379,4.66814498514948,3.80666248977032,0,2.07944154167984,1.38629436111989,1,0.428571428571429
"61","ENO","Y","E","1","E 1","SiltyClay",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",42.4225,0.508456597,1.59547834824309,8,"Earthworms",13,3.31998732623661,4.66814498514948,0,0,4.00733318523247,2.63905732961526,1,0.419354838709677
"62","ENO","Y","E","1","E 1","SiltyClay",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",42.4225,0.508456597,1.59547834824309,8,"Ants",14,3.31998732623661,4.66814498514948,0,0,4.00733318523247,2.70805020110221,1,0.451612903225806
"63","ENO","Y","E","1","E 1","SiltyClay",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",42.4225,0.508456597,1.59547834824309,8,"Termites",4,3.31998732623661,4.66814498514948,0,0,4.00733318523247,1.6094379124341,1,0.129032258064516
"64","ENO","Y","E","2","E 2","SiltLoam",0.211,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",9.9825,0.447783621,0.857471495699296,6,"Earthworms",0,3.31998732623661,4.66814498514948,0,0,4.74493212836325,0,0,0
"65","ENO","Y","E","2","E 2","SiltLoam",0.211,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",9.9825,0.447783621,0.857471495699296,6,"Ants",13,3.31998732623661,4.66814498514948,0,0,4.74493212836325,2.63905732961526,1,0.13265306122449
"66","ENO","Y","E","2","E 2","SiltLoam",0.211,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",9.9825,0.447783621,0.857471495699296,6,"Termites",85,3.31998732623661,4.66814498514948,0,0,4.74493212836325,4.45434729625351,1,0.86734693877551
"67","ENO","Y","E","3","E 3","SiltyClayLoam",0.2857,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",6.1825,0.284674484,0.444031848864609,4,"Earthworms",0,3.31998732623661,4.66814498514948,0,0,4.67282883446191,0,0,0
"68","ENO","Y","E","3","E 3","SiltyClayLoam",0.2857,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",6.1825,0.284674484,0.444031848864609,4,"Ants",5,3.31998732623661,4.66814498514948,0,0,4.67282883446191,1.79175946922805,1,0.05
"69","ENO","Y","E","3","E 3","SiltyClayLoam",0.2857,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",6.1825,0.284674484,0.444031848864609,4,"Termites",95,3.31998732623661,4.66814498514948,0,0,4.67282883446191,4.56434819146784,1,0.95
"70","ENO","Y","E","4","E 4","SiltLoam",0.176,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",13.3825,0.483467215,0.552705142832386,4,"Earthworms",0,3.31998732623661,4.66814498514948,0,0,5.4553211153577,0,0,0
"71","ENO","Y","E","4","E 4","SiltLoam",0.176,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",13.3825,0.483467215,0.552705142832386,4,"Ants",28,3.31998732623661,4.66814498514948,0,0,5.4553211153577,3.36729582998647,1,0.125560538116592
"72","ENO","Y","E","4","E 4","SiltLoam",0.176,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",13.3825,0.483467215,0.552705142832386,4,"Termites",195,3.31998732623661,4.66814498514948,0,0,5.4553211153577,5.27811465923052,1,0.874439461883408
"73","ENO","Y","E","5","E 5","Silt",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",62.4225,0.496776002,0.689252920611269,6,"Earthworms",4,3.31998732623661,4.66814498514948,0,0,5.57972982598622,1.6094379124341,1,0.016
"74","ENO","Y","E","5","E 5","Silt",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",62.4225,0.496776002,0.689252920611269,6,"Ants",32,3.31998732623661,4.66814498514948,0,0,5.57972982598622,3.49650756146648,1,0.128
"75","ENO","Y","E","5","E 5","Silt",0.5,"S01°05'16.4""","E035°15'11.3""",1159.1,1796,6,"N","HIGH","N","grassland",62.4225,0.496776002,0.689252920611269,6,"Termites",214,3.31998732623661,4.66814498514948,0,0,5.57972982598622,5.37063802812766,1,0.856
"76","EMA","N","F","1","F 1","Clay",1,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2225,0.44469654,1.14327520619421,4,"Earthworms",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,2.83321334405622,0,0,0
"77","EMA","N","F","1","F 1","Clay",1,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2225,0.44469654,1.14327520619421,4,"Ants",2,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,2.83321334405622,1.09861228866811,1,1
"78","EMA","N","F","1","F 1","Clay",1,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2225,0.44469654,1.14327520619421,4,"Termites",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,2.83321334405622,0,0,0
"79","EMA","N","F","2","F 2","SiltyClayLoam",0.2857,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4025,0.435877123,1.44464606913388,5,"Earthworms",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,0,0,0
"80","EMA","N","F","2","F 2","SiltyClayLoam",0.2857,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4025,0.435877123,1.44464606913388,5,"Ants",4,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,1.6094379124341,1,1
"81","EMA","N","F","2","F 2","SiltyClayLoam",0.2857,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4025,0.435877123,1.44464606913388,5,"Termites",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,0,0,0
"82","EMA","N","F","3","F 3","SiltyClayLoam",0.35,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",19.1625,0.323026745,1.48433730654955,6,"Earthworms",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,0,0,0
"83","EMA","N","F","3","F 3","SiltyClayLoam",0.35,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",19.1625,0.323026745,1.48433730654955,6,"Ants",4,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,1.6094379124341,1,0.444444444444444
"84","EMA","N","F","3","F 3","SiltyClayLoam",0.35,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",19.1625,0.323026745,1.48433730654955,6,"Termites",5,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.04452243772342,1.79175946922805,1,0.555555555555556
"85","EMA","N","F","4","F 4","Clay",0.91,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2425,0.491599018,1.45638887734882,6,"Earthworms",1,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.36729582998647,0.693147180559945,1,0.0769230769230769
"86","EMA","N","F","4","F 4","Clay",0.91,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2425,0.491599018,1.45638887734882,6,"Ants",12,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.36729582998647,2.56494935746154,1,0.923076923076923
"87","EMA","N","F","4","F 4","Clay",0.91,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",13.2425,0.491599018,1.45638887734882,6,"Termites",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.36729582998647,0,0,0
"88","EMA","N","F","5","F 5","SiltLoam",0.24,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4925,0.398350443,1.31548344964583,6,"Earthworms",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.76120011569356,0,0,0
"89","EMA","N","F","5","F 5","SiltLoam",0.24,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4925,0.398350443,1.31548344964583,6,"Ants",21,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.76120011569356,3.09104245335832,1,1
"90","EMA","N","F","5","F 5","SiltLoam",0.24,"S01°03'01.7""","E035°13.41.7""",421.2,1694,16,"Y","HIGH","N","humanuse",28.4925,0.398350443,1.31548344964583,6,"Termites",0,2.99872778253379,4.74057482299429,2.19722457733622,2.19722457733622,3.76120011569356,0,0,0
"91","EMA","N","G","1","G 1","SiltyClayLoam",0.2857,"S01°03'25.4""","E035°13'40.1""",285.2,1693,12,"Y","NONE","N","humanuse",82.2425,NA,1.43297016367859,8,"Earthworms",3,2.99872778253379,4.74057482299429,2.39789527279837,1.09861228866811,4.14313472639153,1.38629436111989,1,0.1
"92","EMA","N","G","1","G 1","SiltyClayLoam",0.2857,"S01°03'25.4""","E035°13'40.1""",285.2,1693,12,"Y","NONE","N","humanuse",82.2425,NA,1.43297016367859,8,"Ants",27,2.99872778253379,4.74057482299429,2.39789527279837,1.09861228866811,4.14313472639153,3.3322045101752,1,0.9
